1,-44,-44,-44,-45,-44,-43,-45,-44,-45,-46,-45,-44,-44,-44,-45,-44,-43,-45,-45,-44,-44,-43,-44,-44,-44,-44,-43,-46,-45,-44,-44,-43,-44,-44,-43,-43,-43,-43,-43,-43,-44,-45,-45,-43,-44,-43,-44,-45,-44,-43,-43,-46,-44,-43,-44,-45,-45,-46,-44,-46,-46,-44,-44,-44,-44,-46,-44,-45,-45,-44,-45,-45,-45,-45,-44,-45,-44,-44,-45,-44,-45,-43,-45,-43,-43,-44,-45,-45,-43,-44,-44,-44,-43,-44,-43,-45,-45,-45,-44,-47
1,-43,-43,-45,-45,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-43,-44,-44,-45,-44,-44,-44,-44,-45,-44,-44,-44,-44,-44,-46,-45,-44,-44,-44,-46,-44,-44,-45,-44,-45,-45,-45,-45,-46,-46,-44,-44,-45,-44,-45,-45,-45,-44,-45,-43,-44,-44,-44,-45,-46,-44,-44,-45,-46,-45,-43,-43,-44,-44,-45,-44,-45,-45,-46,-45,-46,-46,-44,-44,-44,-44,-44,-45,-45,-45,-44,-44,-45,-45,-45,-46,-44,-44,-46,-45,-44,-45,-44,-45,-44,-44
1,-44,-46,-44,-44,-45,-43,-45,-44,-45,-43,-44,-45,-44,-43,-43,-44,-44,-44,-45,-46,-44,-46,-44,-44,-44,-43,-44,-44,-44,-46,-44,-44,-44,-45,-45,-44,-46,-45,-44,-44,-44,-44,-44,-44,-45,-45,-43,-44,-45,-44,-45,-44,-45,-46,-44,-45,-44,-44,-44,-45,-45,-46,-48,-47,-44,-45,-45,-44,-45,-45,-44,-44,-44,-44,-44,-44,-46,-45,-44,-44,-45,-45,-45,-46,-46,-44,-45,-45,-45,-44,-45,-44,-45,-44,-46,-45,-46,-45,-44,-44
1,-44,-44,-45,-44,-46,-45,-44,-45,-44,-46,-44,-45,-45,-46,-46,-45,-45,-45,-45,-46,-45,-45,-44,-44,-45,-46,-44,-44,-45,-45,-46,-45,-46,-44,-47,-45,-45,-46,-45,-46,-45,-45,-45,-45,-45,-45,-45,-46,-45,-45,-45,-45,-44,-46,-43,-44,-44,-45,-45,-46,-44,-45,-45,-44,-46,-44,-44,-45,-48,-46,-44,-44,-45,-44,-44,-44,-44,-45,-44,-45,-47,-45,-45,-47,-44,-45,-45,-45,-45,-45,-45,-44,-45,-44,-45,-43,-46,-46,-46,-45
1,-45,-46,-45,-45,-44,-45,-45,-44,-46,-45,-45,-45,-46,-46,-43,-46,-43,-45,-46,-43,-43,-45,-46,-45,-44,-44,-45,-46,-41,-46,-45,-43,-45,-45,-44,-44,-46,-43,-43,-43,-45,-46,-44,-46,-43,-46,-43,-44,-46,-45,-46,-45,-45,-45,-44,-46,-46,-43,-46,-43,-43,-43,-43,-46,-43,-44,-46,-43,-45,-45,-43,-45,-45,-42,-43,-43,-43,-43,-45,-43,-44,-45,-46,-44,-44,-44,-46,-45,-44,-45,-43,-45,-45,-45,-44,-45,-43,-43,-44,-45
1,-45,-45,-44,-45,-45,-43,-45,-43,-45,-45,-45,-46,-44,-45,-43,-43,-45,-45,-45,-45,-45,-43,-45,-44,-43,-45,-44,-45,-46,-45,-45,-45,-45,-45,-43,-46,-44,-44,-44,-46,-46,-43,-44,-44,-44,-44,-44,-45,-44,-43,-44,-44,-44,-44,-46,-44,-46,-44,-44,-44,-44,-45,-44,-44,-44,-45,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-45,-45,-44,-43,-43,-44,-43,-44,-46,-44,-44,-44,-44,-44,-45,-45,-45,-44,-43,-44,-44,-44
1,-43,-45,-44,-43,-44,-43,-45,-45,-44,-44,-45,-44,-44,-45,-45,-45,-44,-43,-43,-43,-45,-44,-44,-45,-43,-44,-44,-43,-43,-45,-45,-45,-43,-43,-43,-44,-45,-45,-43,-45,-44,-44,-43,-45,-44,-44,-43,-43,-44,-44,-45,-43,-45,-45,-43,-45,-44,-44,-44,-44,-44,-45,-43,-45,-44,-43,-43,-45,-45,-44,-45,-43,-45,-44,-43,-44,-43,-44,-44,-44,-44,-43,-43,-45,-45,-44,-46,-44,-44,-43,-43,-44,-43,-43,-45,-45,-43,-43,-46,-44
1,-44,-44,-44,-44,-44,-46,-43,-44,-44,-45,-44,-44,-44,-43,-44,-43,-44,-43,-45,-45,-46,-46,-46,-43,-44,-45,-43,-44,-44,-45,-43,-43,-43,-43,-44,-44,-45,-43,-44,-45,-46,-46,-44,-46,-44,-44,-45,-43,-45,-43,-44,-43,-43,-44,-46,-45,-46,-43,-45,-43,-43,-44,-44,-43,-43,-46,-43,-44,-45,-44,-45,-43,-44,-47,-43,-44,-45,-44,-43,-43,-43,-44,-46,-43,-44,-43,-43,-44,-45,-44,-44,-45,-45,-44,-43,-44,-44,-44,-46,-44
1,-47,-45,-45,-46,-44,-44,-44,-46,-45,-44,-44,-45,-44,-46,-44,-47,-47,-45,-44,-46,-44,-46,-46,-44,-44,-43,-45,-43,-45,-45,-45,-47,-43,-45,-43,-45,-46,-46,-43,-43,-43,-43,-44,-44,-46,-45,-46,-45,-45,-47,-46,-46,-44,-44,-44,-44,-45,-46,-44,-46,-44,-43,-44,-45,-45,-44,-44,-44,-44,-44,-44,-45,-46,-46,-46,-46,-44,-43,-45,-45,-44,-44,-46,-44,-44,-46,-44,-44,-46,-46,-44,-46,-44,-43,-45,-44,-44,-45,-44,-43
1,-45,-45,-45,-44,-44,-44,-44,-44,-44,-45,-44,-43,-44,-43,-45,-47,-44,-46,-47,-45,-45,-46,-46,-45,-44,-45,-45,-44,-46,-44,-44,-46,-47,-47,-45,-44,-45,-43,-46,-46,-45,-44,-45,-45,-45,-46,-46,-46,-45,-44,-47,-43,-45,-45,-44,-46,-44,-45,-44,-44,-43,-45,-45,-45,-44,-44,-44,-44,-44,-44,-44,-44,-44,-45,-45,-45,-44,-45,-44,-46,-45,-44,-44,-45,-45,-46,-46,-44,-46,-44,-45,-44,-43,-44,-44,-44,-44,-44,-47,-45
