0,-45,-45,-45,-46,-45,-45,-40,-45,-46,-47,-45,-40,-39,-43,-45,-45,-45,-45,-39,-45,-45,-44,-39,-40,-44,-40,-44,-45,-41,-40,-40,-44,-44,-40,-43,-44,-44,-40,-40,-44,-44,-39,-45,-45,-39,-39,-44,-44,-44,-40,-44,-45,-39,-44,-46,-39,-39,-44,-44,-44,-39,-44,-46,-43,-39,-43,-43,-44,-39,-43,-45,-45,-40,-40,-40,-43,-44,-43,-45,-39,-40,-43,-43,-43,-40,-43,-45,-40,-40,-43,-43,-43,-40,-40,-43,-45,-43,-43,-40,-44
0,-44,-40,-40,-39,-44,-40,-44,-40,-40,-43,-43,-44,-44,-40,-44,-45,-39,-39,-44,-44,-44,-39,-45,-40,-40,-39,-44,-45,-45,-45,-39,-44,-39,-44,-45,-40,-39,-44,-45,-40,-44,-40,-43,-40,-43,-43,-40,-45,-44,-43,-40,-39,-45,-45,-45,-40,-43,-44,-44,-40,-40,-40,-39,-44,-43,-39,-39,-44,-44,-40,-44,-44,-39,-39,-45,-40,-44,-39,-39,-44,-44,-45,-39,-45,-45,-40,-44,-44,-45,-39,-39,-44,-44,-45,-44,-46,-39,-45,-45,-46
0,-39,-40,-45,-45,-40,-40,-44,-43,-47,-39,-40,-39,-44,-46,-46,-45,-44,-44,-39,-39,-43,-43,-44,-40,-44,-44,-45,-39,-43,-43,-44,-39,-44,-39,-43,-46,-39,-39,-39,-43,-44,-39,-40,-41,-44,-41,-44,-43,-43,-44,-39,-43,-44,-39,-43,-45,-39,-39,-39,-39,-41,-44,-42,-41,-43,-40,-41,-41,-43,-42,-42,-43,-42,-43,-40,-44,-40,-43,-43,-40,-40,-41,-43,-43,-43,-40,-43,-43,-44,-43,-40,-40,-40,-39,-42,-41,-43,-44,-40,-40
0,-43,-43,-45,-39,-39,-43,-43,-44,-44,-43,-45,-39,-39,-43,-45,-45,-40,-39,-43,-45,-39,-43,-45,-40,-39,-39,-45,-45,-43,-45,-40,-40,-39,-43,-45,-43,-44,-44,-39,-40,-43,-45,-44,-44,-43,-44,-45,-40,-39,-40,-43,-46,-43,-44,-40,-39,-43,-43,-45,-45,-43,-44,-40,-40,-43,-43,-44,-43,-46,-39,-43,-45,-45,-40,-43,-43,-43,-45,-39,-39,-43,-44,-46,-40,-44,-46,-44,-45,-45,-39,-38,-43,-43,-44,-40,-39,-43,-45,-40,-43
0,-46,-39,-43,-45,-44,-45,-39,-43,-44,-46,-39,-39,-45,-46,-39,-40,-45,-44,-43,-40,-44,-43,-46,-46,-39,-43,-40,-45,-45,-39,-40,-40,-43,-44,-44,-40,-40,-43,-46,-46,-45,-44,-39,-39,-47,-47,-45,-44,-44,-44,-46,-40,-39,-39,-44,-44,-44,-45,-39,-39,-45,-45,-44,-39,-44,-39,-44,-44,-45,-45,-40,-40,-44,-44,-45,-40,-40,-44,-43,-45,-39,-44,-44,-45,-39,-39,-39,-43,-44,-44,-43,-45,-39,-39,-46,-46,-46,-39,-45,-43
0,-43,-45,-39,-39,-43,-43,-45,-40,-44,-44,-39,-43,-45,-45,-42,-43,-44,-38,-40,-43,-46,-39,-43,-44,-39,-39,-43,-44,-45,-44,-39,-39,-43,-43,-43,-38,-43,-44,-44,-44,-44,-38,-43,-39,-42,-44,-45,-45,-38,-38,-38,-43,-45,-38,-46,-46,-39,-38,-39,-44,-44,-45,-38,-38,-44,-44,-38,-43,-45,-45,-46,-38,-38,-44,-45,-45,-44,-39,-38,-44,-38,-39,-44,-44,-39,-45,-45,-39,-39,-43,-43,-44,-38,-44,-39,-43,-38,-43,-43,-38
0,-43,-45,-39,-39,-43,-44,-44,-44,-45,-39,-43,-39,-43,-45,-38,-38,-44,-38,-45,-46,-44,-44,-39,-38,-44,-45,-45,-39,-39,-39,-45,-39,-45,-44,-40,-40,-39,-43,-45,-45,-45,-44,-39,-39,-39,-39,-43,-43,-44,-39,-43,-45,-45,-39,-44,-45,-45,-44,-44,-39,-43,-44,-44,-45,-39,-39,-39,-39,-44,-39,-44,-45,-44,-45,-44,-39,-44,-39,-40,-43,-44,-45,-39,-44,-39,-39,-43,-43,-45,-44,-45,-39,-39,-43,-44,-44,-41,-39,-43,-44
0,-45,-46,-44,-44,-45,-44,-39,-39,-43,-45,-40,-43,-44,-39,-39,-39,-45,-45,-45,-45,-44,-44,-44,-44,-40,-39,-45,-44,-43,-39,-45,-43,-39,-39,-43,-43,-43,-43,-40,-45,-40,-43,-43,-45,-40,-39,-44,-45,-41,-44,-39,-40,-43,-43,-44,-44,-40,-43,-43,-43,-43,-40,-43,-43,-44,-39,-39,-38,-39,-44,-44,-44,-39,-43,-44,-45,-39,-39,-43,-43,-45,-39,-43,-39,-39,-40,-43,-44,-44,-44,-38,-44,-44,-44,-43,-45,-39,-40,-39,-44
0,-39,-44,-40,-40,-40,-43,-43,-43,-40,-41,-45,-45,-39,-44,-44,-44,-40,-44,-46,-41,-40,-41,-43,-45,-44,-40,-44,-40,-46,-48,-40,-39,-44,-45,-40,-46,-46,-39,-44,-43,-43,-44,-39,-45,-40,-39,-39,-39,-45,-39,-44,-45,-39,-40,-39,-45,-45,-46,-43,-41,-45,-46,-40,-40,-44,-43,-39,-44,-44,-45,-39,-46,-45,-47,-39,-46,-45,-45,-40,-41,-45,-45,-41,-44,-44,-45,-41,-39,-45,-46,-45,-44,-44,-40,-43,-43,-40,-44,-44,-43
0,-44,-40,-40,-43,-43,-46,-40,-44,-45,-40,-40,-40,-42,-45,-41,-43,-45,-40,-41,-42,-45,-46,-46,-46,-42,-42,-46,-46,-39,-40,-39,-44,-43,-43,-38,-43,-46,-48,-42,-43,-46,-46,-40,-43,-45,-41,-43,-44,-43,-45,-39,-45,-44,-43,-40,-44,-45,-44,-41,-44,-45,-46,-40,-40,-44,-44,-44,-44,-44,-44,-40,-40,-41,-44,-45,-41,-43,-45,-40,-40,-44,-45,-43,-44,-44,-44,-40,-46,-41,-43,-44,-43,-43,-44,-44,-44,-41,-45,-47,-40
