1,-50,-46,-67,-48,-47,-47,-50,-67,-47,-46,-50,-67,-46,-67,-51,-66,-47,-46,-51,-62,-46,-49,-59,-49,-60,-50,-58,-46,-45,-50,-45,-49,-49,-45,-49,-50,-60,-58,-58,-49,-57,-45,-49,-58,-44,-45,-45,-49,-44,-50,-45,-45,-50,-50,-60,-59,-60,-49,-59,-49,-48,-45,-44,-49,-50,-45,-50,-43,-50,-59,-59,-60,-62,-50,-62,-44,-50,-50,-44,-49,-49,-45,-50,-60,-50,-61,-58,-59,-50,-59,-44,-50,-60,-45,-50,-50,-58,-44,-50,-44
1,-60,-60,-61,-61,-44,-60,-44,-49,-49,-60,-51,-51,-62,-44,-50,-51,-66,-44,-50,-59,-59,-44,-60,-45,-44,-44,-45,-58,-49,-45,-44,-49,-50,-59,-58,-58,-45,-49,-49,-59,-44,-44,-49,-49,-49,-59,-59,-59,-60,-51,-51,-51,-58,-44,-44,-44,-50,-51,-45,-50,-45,-50,-59,-59,-58,-58,-50,-51,-51,-45,-51,-44,-51,-51,-58,-57,-58,-51,-58,-44,-50,-50,-58,-45,-44,-44,-51,-58,-44,-50,-44,-44,-51,-59,-44,-60,-50,-50,-44,-50
1,-50,-62,-44,-50,-60,-45,-62,-50,-50,-60,-44,-44,-45,-51,-60,-44,-51,-51,-44,-58,-58,-59,-44,-52,-50,-44,-44,-51,-58,-50,-58,-45,-44,-57,-58,-56,-58,-50,-44,-58,-44,-44,-50,-45,-50,-50,-50,-58,-59,-60,-49,-44,-49,-49,-57,-44,-44,-49,-50,-58,-45,-45,-49,-58,-59,-49,-59,-59,-48,-49,-44,-44,-50,-49,-44,-49,-49,-45,-48,-58,-49,-59,-49,-49,-59,-45,-44,-49,-49,-44,-49,-49,-44,-56,-60,-44,-58,-57,-48,-48
1,-45,-45,-50,-60,-48,-47,-45,-60,-58,-44,-44,-52,-50,-56,-45,-52,-45,-50,-47,-44,-46,-46,-56,-65,-49,-63,-61,-43,-53,-50,-58,-44,-48,-44,-50,-57,-44,-66,-46,-46,-44,-45,-65,-51,-50,-56,-45,-52,-50,-67,-58,-44,-50,-44,-45,-45,-47,-48,-45,-49,-50,-44,-44,-61,-49,-45,-58,-43,-43,-50,-43,-51,-43,-53,-64,-63,-72,-53,-43,-65,-46,-45,-44,-50,-62,-44,-50,-59,-45,-45,-48,-49,-61,-71,-59,-48,-46,-44,-46,-45
1,-50,-49,-47,-47,-43,-44,-57,-51,-51,-43,-50,-52,-45,-44,-46,-47,-45,-46,-52,-45,-47,-60,-59,-51,-68,-45,-57,-47,-44,-45,-50,-46,-46,-47,-57,-57,-64,-59,-57,-46,-56,-45,-46,-56,-50,-46,-47,-56,-58,-56,-52,-44,-47,-47,-49,-49,-46,-44,-43,-50,-51,-52,-53,-45,-55,-54,-46,-45,-45,-47,-49,-46,-51,-46,-44,-43,-43,-44,-51,-49,-52,-46,-53,-43,-43,-46,-46,-43,-46,-45,-43,-49,-49,-49,-50,-42,-50,-45,-44,-45
1,-48,-46,-52,-47,-43,-48,-50,-50,-46,-45,-44,-43,-43,-43,-43,-43,-49,-43,-44,-48,-48,-48,-48,-45,-48,-44,-44,-44,-44,-45,-46,-51,-43,-46,-46,-43,-45,-45,-50,-51,-49,-50,-44,-47,-49,-44,-44,-43,-46,-45,-43,-45,-44,-45,-48,-50,-50,-44,-51,-45,-44,-51,-44,-44,-46,-52,-45,-43,-46,-50,-50,-50,-45,-44,-45,-52,-44,-44,-44,-45,-45,-44,-46,-50,-50,-51,-46,-46,-55,-45,-46,-53,-51,-45,-45,-50,-51,-50,-51,-43
1,-50,-50,-43,-48,-51,-44,-45,-49,-48,-53,-44,-50,-45,-53,-49,-43,-50,-55,-43,-43,-49,-48,-44,-53,-43,-47,-52,-53,-43,-55,-48,-56,-43,-43,-43,-47,-55,-47,-43,-44,-47,-54,-54,-55,-53,-47,-52,-43,-55,-44,-49,-55,-48,-47,-54,-43,-44,-48,-48,-54,-54,-43,-43,-46,-46,-53,-44,-44,-47,-46,-54,-43,-47,-48,-55,-43,-56,-43,-46,-58,-43,-47,-48,-55,-43,-47,-43,-43,-47,-56,-49,-43,-49,-43,-43,-49,-56,-43,-58,-57
1,-59,-50,-59,-42,-52,-43,-51,-67,-44,-50,-45,-44,-67,-53,-67,-44,-52,-52,-65,-43,-50,-50,-57,-43,-43,-42,-51,-51,-43,-43,-51,-51,-43,-50,-43,-57,-43,-43,-48,-59,-58,-43,-57,-57,-44,-49,-59,-44,-44,-50,-50,-66,-50,-49,-58,-43,-44,-48,-48,-59,-44,-56,-43,-48,-43,-48,-52,-48,-56,-44,-43,-47,-52,-53,-43,-53,-49,-48,-43,-49,-53,-43,-48,-48,-55,-49,-49,-57,-58,-49,-58,-44,-48,-49,-45,-45,-45,-45,-51,-44
1,-42,-50,-59,-50,-57,-43,-52,-56,-43,-43,-48,-54,-43,-48,-48,-43,-43,-55,-43,-55,-43,-56,-43,-43,-43,-48,-52,-43,-48,-58,-58,-49,-59,-48,-59,-45,-47,-54,-48,-48,-43,-48,-54,-54,-49,-54,-45,-50,-47,-46,-46,-49,-50,-50,-49,-46,-52,-51,-64,-51,-66,-46,-45,-45,-45,-49,-48,-45,-48,-53,-45,-46,-47,-52,-52,-51,-45,-52,-45,-44,-52,-45,-44,-44,-44,-44,-50,-44,-45,-45,-54,-46,-48,-57,-46,-49,-57,-45,-45,-48
1,-56,-48,-49,-45,-49,-56,-57,-58,-58,-50,-58,-46,-45,-49,-55,-45,-44,-47,-53,-54,-47,-57,-50,-60,-44,-45,-50,-44,-50,-43,-44,-58,-58,-58,-53,-52,-60,-50,-50,-44,-44,-44,-50,-57,-43,-50,-45,-44,-50,-58,-58,-58,-48,-44,-49,-49,-59,-44,-50,-50,-50,-50,-44,-43,-48,-54,-54,-55,-55,-48,-56,-43,-49,-56,-43,-43,-57,-49,-43,-43,-50,-53,-53,-53,-53,-49,-43,-48,-53,-43,-43,-43,-47,-43,-46,-44,-44,-52,-53,-53
